,GO.ID,Term,Annotated,Significant,Expected,Rank in classicFisher,classicFisher,classicKS,elimKS
986,GO:0006469,negative regulation of protein kinase ac...,10,0,0.46,1226,1,0.80632,0.80632
987,GO:0033673,negative regulation of kinase activity,10,0,0.46,1227,1,0.80632,0.80632
988,GO:0051348,negative regulation of transferase activ...,10,0,0.46,1228,1,0.80632,0.80632
989,GO:0009066,aspartate family amino acid metabolic pr...,26,0,1.19,1229,1,0.80685,0.80685
991,GO:0030162,regulation of proteolysis,36,0,1.64,1230,1,0.80774,0.80774
998,GO:0006623,protein targeting to vacuole,13,0,0.59,1231,1,0.81385,0.81385
1001,GO:0046854,phosphatidylinositol phosphate biosynthe...,20,0,0.91,1232,1,0.81643,0.81643
1002,GO:0045333,cellular respiration,66,0,3.01,1233,1,0.81731,0.81731
1004,GO:0006029,proteoglycan metabolic process,16,0,0.73,1234,1,0.81848,0.81848
1012,GO:0000460,maturation of 5.8S rRNA,27,0,1.23,1235,1,0.82635,0.82635
1016,GO:0009072,aromatic amino acid metabolic process,14,0,0.64,1236,1,0.82926,0.82926
1021,GO:0009101,glycoprotein biosynthetic process,92,0,4.19,1237,1,0.83269,0.83269
1023,GO:0006890,"retrograde vesicle-mediated transport, G...",16,0,0.73,1238,1,0.83918,0.83918
1024,GO:0001101,response to acid chemical,10,0,0.46,1239,1,0.83939,0.83939
1025,GO:0043200,response to amino acid,10,0,0.46,1240,1,0.83939,0.83939
1026,GO:0071229,cellular response to acid chemical,10,0,0.46,1241,1,0.83939,0.83939
1027,GO:0071230,cellular response to amino acid stimulus,10,0,0.46,1242,1,0.83939,0.83939
1028,GO:0051053,negative regulation of DNA metabolic pro...,68,0,3.1,1243,1,0.84041,0.84041
1029,GO:1903432,regulation of TORC1 signaling,10,0,0.46,1244,1,0.84147,0.84147
1030,GO:1903052,positive regulation of proteolysis invol...,17,0,0.78,1245,1,0.84184,0.84184
1031,GO:0009887,animal organ morphogenesis,13,0,0.59,1246,1,0.8419,0.8419
1034,GO:0042176,regulation of protein catabolic process,29,0,1.32,1247,1,0.84242,0.84242
1041,GO:0030322,stabilization of membrane potential,10,0,0.46,1248,1,0.8478,0.8478
1043,GO:0006473,protein acetylation,41,0,1.87,1249,1,0.84938,0.84938
1045,GO:0000018,regulation of DNA recombination,66,0,3.01,1250,1,0.85183,0.85183
1046,GO:0032456,endocytic recycling,16,0,0.73,1251,1,0.8527,0.8527
1049,GO:0045047,protein targeting to ER,23,0,1.05,1252,1,0.854,0.854
1050,GO:0072599,establishment of protein localization to...,23,0,1.05,1253,1,0.854,0.854
1053,GO:1903050,regulation of proteolysis involved in pr...,23,0,1.05,1254,1,0.85495,0.85495
1056,GO:0006638,neutral lipid metabolic process,26,0,1.19,1255,1,0.85697,0.85697
1057,GO:0006639,acylglycerol metabolic process,26,0,1.19,1256,1,0.85697,0.85697
1063,GO:0051052,regulation of DNA metabolic process,85,0,3.88,1257,1,0.85917,0.85917
1065,GO:0070085,glycosylation,76,0,3.47,1258,1,0.85991,0.85991
1066,GO:0048513,animal organ development,45,0,2.05,1259,1,0.86043,0.86043
1069,GO:0006486,protein glycosylation,75,0,3.42,1260,1,0.86164,0.86164
1070,GO:0043413,macromolecule glycosylation,75,0,3.42,1261,1,0.86164,0.86164
1073,GO:0045910,negative regulation of DNA recombination,64,0,2.92,1262,1,0.86321,0.86321
1076,GO:0018345,protein palmitoylation,15,0,0.68,1263,1,0.867,0.867
1079,GO:0030166,proteoglycan biosynthetic process,15,0,0.68,1264,1,0.86979,0.86979
1080,GO:0007009,plasma membrane organization,14,0,0.64,1265,1,0.87056,0.87056
1082,GO:1902532,negative regulation of intracellular sig...,22,0,1,1266,1,0.87101,0.87101
1085,GO:0042157,lipoprotein metabolic process,59,0,2.69,1267,1,0.87242,0.87242
1089,GO:0007041,lysosomal transport,15,0,0.68,1268,1,0.87639,0.87639
1096,GO:0030488,tRNA methylation,18,0,0.82,1269,1,0.8818,0.8818
1101,GO:0000245,spliceosomal complex assembly,19,0,0.87,1270,1,0.88359,0.88359
1103,GO:0061077,chaperone-mediated protein folding,25,0,1.14,1271,1,0.88488,0.88488
1104,GO:0031167,rRNA methylation,14,0,0.64,1272,1,0.88513,0.88513
1105,GO:0008202,steroid metabolic process,21,0,0.96,1273,1,0.88547,0.88547
1106,GO:0031098,stress-activated protein kinase signalin...,10,0,0.46,1274,1,0.88618,0.88618
1107,GO:0051403,stress-activated MAPK cascade,10,0,0.46,1275,1,0.88618,0.88618
1110,GO:0010563,negative regulation of phosphorus metabo...,16,0,0.73,1276,1,0.88869,0.88869
1111,GO:0045936,negative regulation of phosphate metabol...,16,0,0.73,1277,1,0.88869,0.88869
1116,GO:0072665,protein localization to vacuole,20,0,0.91,1278,1,0.89128,0.89128
1117,GO:0072666,establishment of protein localization to...,20,0,0.91,1279,1,0.89128,0.89128
1118,GO:0061512,protein localization to cilium,12,0,0.55,1280,1,0.89274,0.89274
1119,GO:0045862,positive regulation of proteolysis,22,0,1,1281,1,0.89306,0.89306
1120,GO:0006891,intra-Golgi vesicle-mediated transport,18,0,0.82,1282,1,0.89449,0.89449
1127,GO:0006383,transcription by RNA polymerase III,21,0,0.96,1283,1,0.89859,0.89859
1129,GO:0016226,iron-sulfur cluster assembly,17,0,0.78,1284,1,0.90034,0.90034
1130,GO:0031163,metallo-sulfur cluster assembly,17,0,0.78,1285,1,0.90034,0.90034
1134,GO:0032008,positive regulation of TOR signaling,13,0,0.59,1286,1,0.90229,0.90229
1135,GO:0009100,glycoprotein metabolic process,110,0,5.02,1287,1,0.90241,0.90241
1136,GO:0009060,aerobic respiration,60,0,2.74,1288,1,0.90253,0.90253
1140,GO:0071875,adrenergic receptor signaling pathway,17,0,0.78,1289,1,0.90738,0.90738
1141,GO:0071880,adenylate cyclase-activating adrenergic ...,17,0,0.78,1290,1,0.90738,0.90738
1142,GO:0045017,glycerolipid biosynthetic process,82,0,3.74,1291,1,0.90802,0.90802
1145,GO:0003333,amino acid transmembrane transport,35,0,1.6,1292,1,0.90964,0.90964
1146,GO:0006470,protein dephosphorylation,67,0,3.05,1293,1,0.91208,0.91208
1147,GO:0046112,nucleobase biosynthetic process,11,0,0.5,1294,1,0.91213,0.91213
1155,GO:0001505,regulation of neurotransmitter levels,28,0,1.28,1295,1,0.91717,0.91717
1159,GO:0007271,"synaptic transmission, cholinergic",12,0,0.55,1296,1,0.91991,0.91991
1165,GO:0042073,intraciliary transport,22,0,1,1297,1,0.92402,0.92402
1166,GO:0035303,regulation of dephosphorylation,13,0,0.59,1298,1,0.9258,0.9258
1170,GO:0009991,response to extracellular stimulus,26,0,1.19,1299,1,0.92827,0.92827
1171,GO:0031667,response to nutrient levels,26,0,1.19,1300,1,0.92827,0.92827
1172,GO:0061136,regulation of proteasomal protein catabo...,21,0,0.96,1301,1,0.92933,0.92933
1173,GO:0046513,ceramide biosynthetic process,16,0,0.73,1302,1,0.92937,0.92937
1174,GO:1901658,glycosyl compound catabolic process,11,0,0.5,1303,1,0.92939,0.92939
1179,GO:0002183,cytoplasmic translational initiation,12,0,0.55,1304,1,0.93391,0.93391
1183,GO:0042594,response to starvation,24,0,1.09,1305,1,0.93559,0.93559
1184,GO:0006829,zinc ion transport,17,0,0.78,1306,1,0.93586,0.93586
1185,GO:0009067,aspartate family amino acid biosynthetic...,17,0,0.78,1307,1,0.9368,0.9368
1192,GO:1901800,positive regulation of proteasomal prote...,16,0,0.73,1308,1,0.93796,0.93796
1193,GO:0009127,purine nucleoside monophosphate biosynth...,10,0,0.46,1309,1,0.93817,0.93817
1194,GO:0009168,purine ribonucleoside monophosphate bios...,10,0,0.46,1310,1,0.93817,0.93817
1197,GO:0006497,protein lipidation,53,0,2.42,1311,1,0.93894,0.93894
1198,GO:0042158,lipoprotein biosynthetic process,53,0,2.42,1312,1,0.93894,0.93894
1202,GO:0009267,cellular response to starvation,21,0,0.96,1313,1,0.94343,0.94343
1203,GO:0031668,cellular response to extracellular stimu...,21,0,0.96,1314,1,0.94343,0.94343
1204,GO:0031669,cellular response to nutrient levels,21,0,0.96,1315,1,0.94343,0.94343
1205,GO:0071496,cellular response to external stimulus,21,0,0.96,1316,1,0.94343,0.94343
1208,GO:1905515,non-motile cilium assembly,12,0,0.55,1317,1,0.94394,0.94394
1213,GO:0046856,phosphatidylinositol dephosphorylation,10,0,0.46,1318,1,0.94572,0.94572
1222,GO:0033559,unsaturated fatty acid metabolic process,12,0,0.55,1319,1,0.95354,0.95354
1223,GO:1903008,organelle disassembly,23,0,1.05,1320,1,0.95354,0.95354
1224,GO:0009081,branched-chain amino acid metabolic proc...,11,0,0.5,1321,1,0.95468,0.95468
1226,GO:1901617,organic hydroxy compound biosynthetic pr...,45,0,2.05,1322,1,0.95562,0.95562
1227,GO:0009247,glycolipid biosynthetic process,38,0,1.73,1323,1,0.95592,0.95592
1229,GO:0046467,membrane lipid biosynthetic process,77,0,3.51,1324,1,0.95621,0.95621
1231,GO:0006515,protein quality control for misfolded or...,11,0,0.5,1325,1,0.9575,0.9575
1233,GO:1901661,quinone metabolic process,18,0,0.82,1326,1,0.95848,0.95848
1234,GO:0009124,nucleoside monophosphate biosynthetic pr...,15,0,0.68,1327,1,0.959,0.959
1239,GO:0046486,glycerolipid metabolic process,112,0,5.11,1328,1,0.96221,0.96221
1240,GO:0018958,phenol-containing compound metabolic pro...,10,0,0.46,1329,1,0.96246,0.96246
1242,GO:1903825,organic acid transmembrane transport,43,0,1.96,1330,1,0.96367,0.96367
1243,GO:1905039,carboxylic acid transmembrane transport,43,0,1.96,1331,1,0.96367,0.96367
1244,GO:0034314,Arp2/3 complex-mediated actin nucleation,13,0,0.59,1332,1,0.96369,0.96369
1245,GO:0006505,GPI anchor metabolic process,31,0,1.41,1333,1,0.96393,0.96393
1248,GO:0006506,GPI anchor biosynthetic process,30,0,1.37,1334,1,0.96508,0.96508
1250,GO:0006493,protein O-linked glycosylation,18,0,0.82,1335,1,0.96516,0.96516
1251,GO:0140053,mitochondrial gene expression,50,0,2.28,1336,1,0.96531,0.96531
1252,GO:0051923,sulfation,10,0,0.46,1337,1,0.96584,0.96584
1253,GO:0042558,pteridine-containing compound metabolic ...,14,0,0.64,1338,1,0.96594,0.96594
1256,GO:0009156,ribonucleoside monophosphate biosyntheti...,12,0,0.55,1339,1,0.96708,0.96708
1257,GO:0006801,superoxide metabolic process,14,0,0.64,1340,1,0.96722,0.96722
1259,GO:0006743,ubiquinone metabolic process,17,0,0.78,1341,1,0.96776,0.96776
1260,GO:0006744,ubiquinone biosynthetic process,17,0,0.78,1342,1,0.96776,0.96776
1261,GO:0042181,ketone biosynthetic process,17,0,0.78,1343,1,0.96776,0.96776
1262,GO:1901663,quinone biosynthetic process,17,0,0.78,1344,1,0.96776,0.96776
1264,GO:0046165,alcohol biosynthetic process,31,0,1.41,1345,1,0.96927,0.96927
1268,GO:0009987,cellular process,6260,246,285.43,927,1,0.89918,0.97241
1273,GO:0009083,branched-chain amino acid catabolic proc...,10,0,0.46,1346,1,0.97326,0.97326
1274,GO:1902652,secondary alcohol metabolic process,12,0,0.55,1347,1,0.97353,0.97353
1277,GO:0030148,sphingolipid biosynthetic process,44,0,2.01,1348,1,0.97485,0.97485
1279,GO:0006760,folic acid-containing compound metabolic...,10,0,0.46,1349,1,0.97556,0.97556
1281,GO:0006099,tricarboxylic acid cycle,22,0,1,1350,1,0.97624,0.97624
1282,GO:0032543,mitochondrial translation,34,0,1.55,1351,1,0.97633,0.97633
1291,GO:0072524,pyridine-containing compound metabolic p...,16,0,0.73,1352,1,0.98105,0.98105
1292,GO:0046173,polyol biosynthetic process,19,0,0.87,1353,1,0.98108,0.98108
1302,GO:0019362,pyridine nucleotide metabolic process,14,0,0.64,1354,1,0.9834,0.9834
1303,GO:0046496,nicotinamide nucleotide metabolic proces...,14,0,0.64,1355,1,0.9834,0.9834
1305,GO:0031099,regeneration,10,0,0.46,1356,1,0.98417,0.98417
1306,GO:0042246,tissue regeneration,10,0,0.46,1357,1,0.98417,0.98417
1315,GO:0000387,spliceosomal snRNP assembly,15,0,0.68,1358,1,0.98558,0.98558
1316,GO:0018200,peptidyl-glutamic acid modification,10,0,0.46,1359,1,0.98607,0.98607
1317,GO:0006720,isoprenoid metabolic process,18,0,0.82,1360,1,0.98631,0.98631
1318,GO:0051788,response to misfolded protein,10,0,0.46,1361,1,0.98633,0.98633
1319,GO:0071218,cellular response to misfolded protein,10,0,0.46,1362,1,0.98633,0.98633
1320,GO:0006612,protein targeting to membrane,31,0,1.41,1363,1,0.98658,0.98658
1321,GO:0000038,very long-chain fatty acid metabolic pro...,23,0,1.05,1364,1,0.98681,0.98681
1324,GO:0008299,isoprenoid biosynthetic process,16,0,0.73,1365,1,0.98783,0.98783
1325,GO:0042761,very long-chain fatty acid biosynthetic ...,21,0,0.96,1366,1,0.98795,0.98795
1326,GO:0030497,fatty acid elongation,20,0,0.91,1367,1,0.98853,0.98853
1328,GO:0034311,diol metabolic process,11,0,0.5,1368,1,0.98901,0.98901
1332,GO:0046488,phosphatidylinositol metabolic process,65,0,2.96,1369,1,0.98965,0.98965
1333,GO:0019367,"fatty acid elongation, saturated fatty a...",18,0,0.82,1370,1,0.98967,0.98967
1334,GO:0019368,"fatty acid elongation, unsaturated fatty...",18,0,0.82,1371,1,0.98967,0.98967
1335,GO:0034625,"fatty acid elongation, monounsaturated f...",18,0,0.82,1372,1,0.98967,0.98967
1336,GO:0034626,"fatty acid elongation, polyunsaturated f...",18,0,0.82,1373,1,0.98967,0.98967
1338,GO:0033866,nucleoside bisphosphate biosynthetic pro...,36,0,1.64,1374,1,0.9899,0.9899
1339,GO:0034030,ribonucleoside bisphosphate biosynthetic...,36,0,1.64,1375,1,0.9899,0.9899
1340,GO:0034033,purine nucleoside bisphosphate biosynthe...,36,0,1.64,1376,1,0.9899,0.9899
1341,GO:0034312,diol biosynthetic process,10,0,0.46,1377,1,0.99001,0.99001
1342,GO:0006457,protein folding,110,0,5.02,1378,1,0.99016,0.99016
1345,GO:0006650,glycerophospholipid metabolic process,88,0,4.01,1379,1,0.99046,0.99046
1348,GO:0030705,cytoskeleton-dependent intracellular tra...,44,0,2.01,1380,1,0.99135,0.99135
1349,GO:0031503,protein-containing complex localization,42,0,1.92,1381,1,0.99174,0.99174
1356,GO:0010970,transport along microtubule,31,0,1.41,1382,1,0.99391,0.99391
1357,GO:0099111,microtubule-based transport,31,0,1.41,1383,1,0.99391,0.99391
1358,GO:0035384,thioester biosynthetic process,29,0,1.32,1384,1,0.994,0.994
1359,GO:0071616,acyl-CoA biosynthetic process,29,0,1.32,1385,1,0.994,0.994
1364,GO:0110154,RNA decapping,10,0,0.46,1386,1,0.99505,0.99505
1365,GO:0035336,long-chain fatty-acyl-CoA metabolic proc...,22,0,1,1387,1,0.99539,0.99539
1366,GO:0003341,cilium movement,18,0,0.82,1388,1,0.99554,0.99554
1367,GO:0006491,N-glycan processing,10,0,0.46,1389,1,0.99555,0.99555
1372,GO:0043266,regulation of potassium ion transport,15,0,0.68,1390,1,0.99619,0.99619
1373,GO:0008654,phospholipid biosynthetic process,80,0,3.65,1391,1,0.99624,0.99624
1374,GO:0035082,axoneme assembly,14,0,0.64,1392,1,0.99653,0.99653
1375,GO:0043648,dicarboxylic acid metabolic process,22,0,1,1393,1,0.99668,0.99668
1377,GO:0006661,phosphatidylinositol biosynthetic proces...,53,0,2.42,1394,1,0.99686,0.99686
1378,GO:1901379,regulation of potassium ion transmembran...,12,0,0.55,1395,1,0.99695,0.99695
1379,GO:0070286,axonemal dynein complex assembly,12,0,0.55,1396,1,0.99703,0.99703
1380,GO:0043268,positive regulation of potassium ion tra...,11,0,0.5,1397,1,0.99721,0.99721
1381,GO:1901381,positive regulation of potassium ion tra...,11,0,0.5,1398,1,0.99721,0.99721
1383,GO:0030431,sleep,10,0,0.46,1399,1,0.99746,0.99746
1384,GO:0032222,"regulation of synaptic transmission, cho...",10,0,0.46,1400,1,0.99746,0.99746
1385,GO:1901016,regulation of potassium ion transmembran...,10,0,0.46,1401,1,0.99746,0.99746
1386,GO:1901018,positive regulation of potassium ion tra...,10,0,0.46,1402,1,0.99746,0.99746
1387,GO:1903818,positive regulation of voltage-gated pot...,10,0,0.46,1403,1,0.99746,0.99746
1388,GO:0072593,reactive oxygen species metabolic proces...,19,0,0.87,1404,1,0.99756,0.99756
1391,GO:0006865,amino acid transport,44,0,2.01,1405,1,0.9979,0.9979
1393,GO:0032007,negative regulation of TOR signaling,10,0,0.46,1406,1,0.99834,0.99834
1394,GO:0044782,cilium organization,97,0,4.42,1407,1,0.99855,0.99855
1395,GO:0001578,microtubule bundle formation,17,0,0.78,1408,1,0.99856,0.99856
1396,GO:0006613,cotranslational protein targeting to mem...,13,0,0.59,1409,1,0.99862,0.99862
1397,GO:0006614,SRP-dependent cotranslational protein ta...,13,0,0.59,1410,1,0.99862,0.99862
1398,GO:0030031,cell projection assembly,88,0,4.01,1411,1,0.99869,0.99869
1399,GO:0120031,plasma membrane bounded cell projection ...,84,0,3.83,1412,1,0.99875,0.99875
1400,GO:0060271,cilium assembly,80,0,3.65,1413,1,0.99881,0.99881
1405,GO:0001676,long-chain fatty acid metabolic process,27,0,1.23,1414,1,0.99938,0.99938
1406,GO:1901570,fatty acid derivative biosynthetic proce...,24,0,1.09,1415,1,0.99945,0.99945
1407,GO:0046949,fatty-acyl-CoA biosynthetic process,23,0,1.05,1416,1,0.99947,0.99947
1410,GO:0006090,pyruvate metabolic process,19,0,0.87,1417,1,0.9996,0.9996
1411,GO:0009132,nucleoside diphosphate metabolic process,14,0,0.64,1418,1,0.9997,0.9997
1412,GO:0033865,nucleoside bisphosphate metabolic proces...,66,0,3.01,1419,1,0.9997,0.9997
1413,GO:0033875,ribonucleoside bisphosphate metabolic pr...,66,0,3.01,1420,1,0.9997,0.9997
1414,GO:0034032,purine nucleoside bisphosphate metabolic...,66,0,3.01,1421,1,0.9997,0.9997
1415,GO:0006637,acyl-CoA metabolic process,58,0,2.64,1422,1,0.99974,0.99974
1416,GO:0035383,thioester metabolic process,58,0,2.64,1423,1,0.99974,0.99974
1417,GO:0009185,ribonucleoside diphosphate metabolic pro...,12,0,0.55,1424,1,0.99975,0.99975
1418,GO:0009135,purine nucleoside diphosphate metabolic ...,11,0,0.5,1425,1,0.99977,0.99977
1419,GO:0009179,purine ribonucleoside diphosphate metabo...,11,0,0.5,1426,1,0.99977,0.99977
1420,GO:0046031,ADP metabolic process,11,0,0.5,1427,1,0.99977,0.99977
1422,GO:0006096,glycolytic process,10,0,0.46,1428,1,0.99979,0.99979
1423,GO:0006165,nucleoside diphosphate phosphorylation,10,0,0.46,1429,1,0.99979,0.99979
1424,GO:0006757,ATP generation from ADP,10,0,0.46,1430,1,0.99979,0.99979
1425,GO:0046939,nucleotide phosphorylation,10,0,0.46,1431,1,0.99979,0.99979
1426,GO:1901568,fatty acid derivative metabolic process,47,0,2.14,1432,1,0.99979,0.99979
1427,GO:0035337,fatty-acyl-CoA metabolic process,45,0,2.05,1433,1,0.9998,0.9998
1428,GO:0046474,glycerophospholipid biosynthetic process,70,0,3.19,1434,1,0.99983,0.99983
1430,GO:0032984,protein-containing complex disassembly,41,0,1.87,1435,1,0.13378,0.99997
1432,GO:0008150,biological_process,7369,336,336,1436,1,1,1
